x,y,z
0.617,0.0,0.199
0.617,0.00123749101579268,0.199
0.617,0.0026249142512666523,0.199
0.617,0.0038997187931350263,0.199
0.617,0.007160758222905905,0.199
0.617,0.009333641155649497,0.199
0.617,0.012253761358400617,0.199
0.617,0.014572790713259287,0.199
0.617,0.01711365395179945,0.199
0.617,0.01875608579757193,0.199
0.617,0.02106792903643559,0.199
0.617,0.022855539082909104,0.199
0.617,0.024678219924954614,0.199
0.617,0.025941556896084933,0.199
0.617,0.027871383048781062,0.199
0.617,0.03113027918975292,0.199
0.617,0.032497681891254626,0.199
0.617,0.036184272724469585,0.199
0.617,0.03882976909998764,0.199
0.617,0.04234452558369259,0.199
0.617,0.04471556313605882,0.199
0.617,0.04802229471223382,0.199
0.617,0.05138535297824065,0.199
0.617,0.05401285863888339,0.199
0.617,0.05677194098975369,0.199
0.617,0.05962436649589975,0.199
0.617,0.06224940923966865,0.199
0.617,0.0645440717149588,0.199
0.617,0.06724837130559164,0.199
0.617,0.06937957957957269,0.199
0.617,0.07156995616260275,0.199
0.617,0.07409396961294168,0.199
0.617,0.07691057643934307,0.199
0.617,0.07929891613815127,0.199
0.617,0.08157059252929688,0.199
0.617,0.08429770693497673,0.199
0.617,0.08683676740141433,0.199
0.617,0.08925711100149825,0.199
0.617,0.09139656844288108,0.199
0.617,0.09286891504140227,0.199
0.617,0.09582378639315076,0.199
0.617,0.09804373852539061,0.199
0.617,0.10015018946138182,0.199
0.617,0.10246030779035248,0.199
0.617,0.1046868357087245,0.199
0.617,0.10649055304684307,0.199
0.617,0.1082496874280578,0.199
0.617,0.10996474716796073,0.199
0.617,0.11154541184458627,0.199
0.617,0.11362489614177118,0.199
0.617,0.11526759786427387,0.199
0.617,0.11736839112332592,0.199
0.617,0.11959204465737244,0.199
0.617,0.1212136859045127,0.199
0.617,0.12259214818944925,0.199
0.617,0.12287797946716711,0.199
0.617,0.12359051222653133,0.199
0.617,0.1247527087439439,0.199
0.617,0.125569951786708,0.199
0.617,0.12629925165227357,0.199
0.617,0.12716457666762943,0.199
0.617,0.12813600217921117,0.199
0.617,0.1289639366954669,0.199
0.617,0.12981486975077855,0.199
0.617,0.13060664969466684,0.199
0.617,0.1313130078766233,0.199
0.617,0.13220473196359667,0.199
0.617,0.13335856079205666,0.199
0.617,0.1347150699210417,0.199
0.617,0.13616328208466982,0.199
0.617,0.13744056559489704,0.199
0.617,0.13867986890070566,0.199
0.617,0.14064308657983976,0.199
0.617,0.14195144954315236,0.199
0.617,0.14294824005836299,0.199
0.617,0.14410869134236542,0.199
0.617,0.14511144000121723,0.199
0.617,0.14603282254990263,0.199
0.617,0.1472095126562204,0.199
0.617,0.1483496656477315,0.199
0.617,0.14926686916169613,0.199
0.617,0.15008297036829693,0.199
0.617,0.15103048400140512,0.199
0.617,0.15192324409516955,0.199
0.617,0.15278508043994565,0.199
0.617,0.15354945426309968,0.199
0.617,0.15490480687295927,0.199
0.617,0.15584780607940124,0.199
0.617,0.15686673745708035,0.199
0.617,0.15785202614528776,0.199
0.617,0.1587623199680825,0.199
0.617,0.15970380928095435,0.199
0.617,0.16042817853639074,0.199
0.617,0.1613696669462395,0.199
0.617,0.16241950668002847,0.199
0.617,0.16372984618841196,0.199
0.617,0.16474473618173013,0.199
0.617,0.16559141480673317,0.199
0.617,0.16631371439475295,0.199
0.617,0.16699035895778586,0.199
0.617,0.16758557374559102,0.199
0.617,0.16830303394767582,0.199
0.617,0.16901174333639502,0.199
0.617,0.1695330548819583,0.199
0.617,0.17008496033534531,0.199
0.617,0.1705786937729687,0.199
0.617,0.17120684963214777,0.199
0.617,0.17193024688259673,0.199
0.617,0.17252530032678204,0.199
0.617,0.17323002942005278,0.199
0.617,0.17389173156036553,0.199
0.617,0.17446314383367784,0.199
0.617,0.17528311586823309,0.199
0.617,0.17618179826815672,0.199
0.617,0.17697000673472785,0.199
0.617,0.17766809153377122,0.199
0.617,0.1783835504756306,0.199
0.617,0.17899871896671832,0.199
0.617,0.17964659868793315,0.199
0.617,0.18032488767038013,0.199
0.617,0.18100372419313365,0.199
0.617,0.18164198703816725,0.199
0.617,0.18230719466776152,0.199
0.617,0.18297109557650976,0.199
0.617,0.18372078941558828,0.199
0.617,0.1841932565244459,0.199
0.617,0.18468182759996277,0.199
0.617,0.18540965703733187,0.199
0.617,0.1861281732078705,0.199
0.617,0.18680323025952872,0.199
0.617,0.1875121661544844,0.199
0.617,0.18823943754815603,0.199
0.617,0.18880062298286654,0.199
0.617,0.1895396054818576,0.199
0.617,0.19013711996534327,0.199
0.617,0.1907136191778438,0.199
0.617,0.191381388264441,0.199
0.617,0.19182101000130808,0.199
0.617,0.19228694458691997,0.199
0.617,0.1926820447508389,0.199
0.617,0.19304194655203694,0.199
0.617,0.1934491040005792,0.199
0.617,0.19385530037777537,0.199
0.617,0.19424563852140297,0.199
0.617,0.1948364398563282,0.199
0.617,0.1953940320198843,0.199
0.617,0.19565250659024225,0.199
0.617,0.19590719923045458,0.199
0.617,0.19618886940997238,0.199
0.617,0.19669139902948096,0.199
0.617,0.19700948541148477,0.199
0.617,0.19740674873034186,0.199
0.617,0.19771664314041504,0.199
0.617,0.19798467059329677,0.199
0.617,0.19812747087115207,0.199
0.617,0.19835392915747507,0.199
0.617,0.19865824321452125,0.199
0.617,0.19882562607649418,0.199
0.617,0.19897899616297432,0.199
0.617,0.199145267980542,0.199
0.617,0.19925684652697345,0.199
0.617,0.1993668896608522,0.199
0.617,0.1994324989893816,0.199
0.617,0.1995244621071045,0.199
0.617,0.1996012761486718,0.199
0.617,0.1996218023113855,0.199
0.617,0.19967816152496026,0.199
0.617,0.19974651915279368,0.199
0.617,0.19979122498578228,0.199
0.617,0.1998373776974997,0.199
0.617,0.19987398402779205,0.199
0.617,0.19989372353258333,0.199
0.617,0.19991804154647286,0.199
0.617,0.19993469220252358,0.199
0.617,0.1999526919877198,0.199
0.617,0.19996561352864933,0.199
0.617,0.19997710934481427,0.199
0.617,0.19998558794602456,0.199
0.617,0.1999919617618634,0.199
0.617,0.19999640221947212,0.199
0.617,0.19999883538406532,0.199
0.617,0.19999975493881977,0.199
0.617,0.1999999836552963,0.199
0.617,0.19999998653035678,0.199
0.617,0.19999967289312787,0.199
0.617,0.19999893701331573,0.199
0.617,0.19999770033844305,0.199
0.617,0.19999550658753235,0.199
0.617,0.1999925146532356,0.199
0.617,0.19998731899893246,0.199
0.617,0.19998084571834318,0.199
0.617,0.1999703150700658,0.199
0.617,0.19996017460953303,0.199
0.617,0.19994926663267,0.199
0.617,0.19993581435953817,0.199
0.617,0.1999171649847818,0.199
0.617,0.19989475617967611,0.199
0.617,0.19987340396348358,0.199
0.617,0.1998513392900672,0.199
0.617,0.19982403023198375,0.199
0.617,0.19979363344333645,0.199
0.617,0.1997608794757188,0.199
0.617,0.19972394282017197,0.199
0.617,0.199684531313491,0.199
0.617,0.1996404821260247,0.199
0.617,0.19958257556599784,0.199
0.617,0.19951754515031594,0.199
0.617,0.19945985172325364,0.199
0.617,0.19938657363904827,0.199
0.617,0.1993193850140222,0.199
0.617,0.1992345828340667,0.199
0.617,0.19913719973085192,0.199
0.617,0.1990080336269643,0.199
0.617,0.19886465926199465,0.199
0.617,0.19875014427414495,0.199
0.617,0.19858725401510768,0.199
0.617,0.19842631980818837,0.199
0.617,0.19827945265589259,0.199
0.617,0.19817032779381288,0.199
0.617,0.19810078335835468,0.199
0.617,0.19799162205502352,0.199
0.617,0.19787856248608693,0.199
0.617,0.1976251262816493,0.199
0.617,0.19738218899451693,0.199
0.617,0.1970671679711466,0.199
0.617,0.19681827255294448,0.199
0.617,0.1965954054547272,0.199
0.617,0.19642325741575217,0.199
0.617,0.1961732594663404,0.199
0.617,0.19591805624233305,0.199
0.617,0.19564686327130149,0.199
0.617,0.19531762949247633,0.199
0.617,0.19501646836614128,0.199
0.617,0.1947860798902476,0.199
0.617,0.19451019793801344,0.199
0.617,0.1941715357351394,0.199
0.617,0.1939110368491757,0.199
0.617,0.19354315134571992,0.199
0.617,0.19293590026326735,0.199
0.617,0.19247817283107826,0.199
0.617,0.19206014039995523,0.199
0.617,0.1916113952671245,0.199
0.617,0.19117376574249162,0.199
0.617,0.19065059554618685,0.199
0.617,0.1900530518090049,0.199
0.617,0.18947190964358174,0.199
0.617,0.18894086076624034,0.199
0.617,0.1883735596143728,0.199
0.617,0.18776807475814705,0.199
0.617,0.187045775830321,0.199
0.617,0.18641186469642018,0.199
0.617,0.18586411853117574,0.199
0.617,0.18545665802869932,0.199
0.617,0.18482665038377605,0.199
0.617,0.184217898316058,0.199
0.617,0.18359510494517572,0.199
0.617,0.1829710955765037,0.199
0.617,0.18185639907976442,0.199
0.617,0.18145318180617848,0.199
0.617,0.18032488767037408,0.199
0.617,0.1796465986879267,0.199
0.617,0.17885316871451584,0.199
0.617,0.17816139226270866,0.199
0.617,0.1775022661081339,0.199
0.617,0.1765081697391499,0.199
0.617,0.17558475867913637,0.199
0.617,0.17507552870863974,0.199
0.617,0.17436568964780141,0.199
0.617,0.17362815918733737,0.199
0.617,0.1731800293734252,0.199
0.617,0.17247457283804962,0.199
0.617,0.17182752772045828,0.199
0.617,0.17118950181818615,0.199
0.617,0.17061378744541011,0.199
0.617,0.16987197656975633,0.199
0.617,0.16888518382641676,0.199
0.617,0.16788097445355937,0.199
0.617,0.1670090484512603,0.199
0.617,0.16606754334924106,0.199
0.617,0.16543829747065092,0.199
0.617,0.1646672161974947,0.199
0.617,0.1641806445462649,0.199
0.617,0.16339470754159507,0.199
0.617,0.16267956553859952,0.199
0.617,0.1617145730597913,0.199
0.617,0.1607365022610781,0.199
0.617,0.1603044926400064,0.199
0.617,0.15937036530687604,0.199
0.617,0.15825553025722644,0.199
0.617,0.15710342813642347,0.199
0.617,0.15602211186933007,0.199
0.617,0.1551690040748871,0.199
0.617,0.15437401376635762,0.199
0.617,0.1527625023447649,0.199
0.617,0.15219626078742937,0.199
0.617,0.15107646924206997,0.199
0.617,0.14987375233170486,0.199
0.617,0.1489150740705883,0.199
0.617,0.14747189480804923,0.199
0.617,0.14593619813706643,0.199
0.617,0.1445500222876106,0.199
0.617,0.1429482400583516,0.199
0.617,0.1419514495431412,0.199
0.617,0.1405671735422992,0.199
0.617,0.13893656542903948,0.199
0.617,0.13767383557771035,0.199
0.617,0.13621565550888254,0.199
0.617,0.13410492703709964,0.199
0.617,0.1325545347612283,0.199
0.617,0.13117742847738562,0.199
0.617,0.12981486975076612,0.199
0.617,0.12780360781327815,0.199
0.617,0.1262432661943687,0.199
0.617,0.12432843415881711,0.199
0.617,0.12233450146606362,0.199
0.617,0.1208962865248398,0.199
0.617,0.11947566359741657,0.199
0.617,0.1182199730002299,0.199
0.617,0.11669031312234418,0.199
0.617,0.11532708166496713,0.199
0.617,0.11365488173733412,0.199
0.617,0.11178756492889558,0.199
0.617,0.11002575471758663,0.199
0.617,0.10818819194792839,0.199
0.617,0.1065834741145501,0.199
0.617,0.10484286840402052,0.199
0.617,0.1029638224439457,0.199
0.617,0.10126039389305136,0.199
0.617,0.09935426667128444,0.199
0.617,0.09797964571528339,0.199
0.617,0.09653354527195368,0.199
0.617,0.09501505009954891,0.199
0.617,0.09345580478246923,0.199
0.617,0.0917243852365498,0.199
0.617,0.0902134805160314,0.199
0.617,0.0888935804739826,0.199
0.617,0.08743526665226387,0.199
0.617,0.08597032482408751,0.199
0.617,0.08433124082419552,0.199
0.617,0.08302098050839846,0.199
0.617,0.08136773950017412,0.199
0.617,0.07916284702292459,0.199
0.617,0.07742362770558553,0.199
0.617,0.0754704224115178,0.199
0.617,0.07381811556535273,0.199
0.617,0.07219373360375053,0.199
0.617,0.07038921938303389,0.199
0.617,0.06882154829165527,0.199
0.617,0.0672483713055757,0.199
0.617,0.06528313588298373,0.199
0.617,0.06327449101683164,0.199
0.617,0.060441670486381216,0.199
0.617,0.05816434333268966,0.199
0.617,0.057379311664109534,0.199
0.617,0.05616391936430426,0.199
0.617,0.05415650624581242,0.199
0.617,0.052322452952210274,0.199
0.617,0.05066356627770796,0.199
0.617,0.049362328130927,0.199
0.617,0.04765967167552532,0.199
0.617,0.045843741527080345,0.199
0.617,0.04427838738391249,0.199
0.617,0.04274628976787734,0.199
0.617,0.041247773603847515,0.199
0.617,0.03963654015873286,0.199
0.617,0.038389395486665284,0.199
0.617,0.0369566726041656,0.199
0.617,0.03533758140456844,0.199
0.617,0.03367887171623912,0.199
0.617,0.032128285531065226,0.199
0.617,0.02950197102922858,0.199
0.617,0.027166592165963233,0.199
0.617,0.024269246492200802,0.199
0.617,0.02162677324585266,0.199
0.617,0.019539469905905715,0.199
0.617,0.016926927797893565,0.199
0.617,0.014311070358662942,0.199
0.617,0.012665349690594047,0.199
0.617,0.011093518120190465,0.199
0.617,0.008846714485057194,0.199
0.617,0.0063362934011389205,0.199
0.617,0.004012193749767995,0.199
